1,Valdecarros,1,A,40.360077,-3.593163,0
2,Las Suertes,1,A,40.363223,-3.599529,0
3,La Gavia,1,A,40.370194,-3.613467,0
4,Congosto,1,A,40.372384,-3.61885,0
5,Villa de Vallecas,1,A,40.379596,-3.621305,0
6,Sierra de Guadalupe,1,A,40.382166,-3.624719,0
